"d_id","age","capacity","model","fail"
2414,16,"300GB","Seagate",FALSE
2415,15,"300GB","Fujitsu",FALSE
2416,17,"300GB","Toshiba",FALSE
2417,14,"1TB","Seagate",FALSE
2418,6,"600GB","Toshiba",FALSE
2419,9,"1TB","Hitachi",FALSE
2420,19,"1TB","Hitachi",FALSE
2421,15,"1TB","Fujitsu",FALSE
2422,16,"1TB","Hitachi",FALSE
2423,13,"600GB","Seagate",FALSE
2424,9,"300GB","Toshiba",FALSE
2425,13,"300GB","Hitachi",FALSE
2426,14,"1TB","Seagate",FALSE
2427,11,"600GB","Toshiba",FALSE
2428,15,"300GB","Toshiba",FALSE
2429,13,"600GB","Seagate",FALSE
2430,13,"1TB","Hitachi",FALSE
2431,16,"300GB","Toshiba",FALSE
2432,22,"600GB","Toshiba",FALSE
2433,23,"1TB","Seagate",FALSE
2434,12,"1TB","Hitachi",FALSE
2435,16,"300GB","Toshiba",FALSE
2436,12,"300GB","Fujitsu",FALSE
2437,19,"1TB","Seagate",FALSE
2438,23,"300GB","Toshiba",FALSE
2439,14,"1TB","Hitachi",FALSE
2440,11,"600GB","Hitachi",FALSE
2441,16,"1TB","Toshiba",FALSE
2442,14,"1TB","Fujitsu",FALSE
2443,15,"1TB","Seagate",FALSE
2444,14,"600GB","Fujitsu",FALSE
2445,17,"1TB","Toshiba",FALSE
2446,14,"600GB","Hitachi",FALSE
2447,12,"300GB","Toshiba",FALSE
2448,13,"300GB","Seagate",FALSE
2449,12,"600GB","Seagate",FALSE
2450,18,"1TB","Toshiba",FALSE
2451,15,"300GB","Hitachi",FALSE
2452,14,"600GB","Hitachi",FALSE
2453,21,"1TB","Hitachi",FALSE
2454,12,"1TB","Hitachi",FALSE
2455,12,"1TB","Seagate",FALSE
2456,15,"600GB","Seagate",FALSE
2457,20,"600GB","Hitachi",FALSE
2458,13,"600GB","Hitachi",FALSE
2459,13,"1TB","Toshiba",FALSE
2460,18,"1TB","Toshiba",FALSE
2461,19,"1TB","Fujitsu",FALSE
2462,24,"600GB","Hitachi",FALSE
2463,15,"300GB","Toshiba",FALSE
2464,22,"1TB","Fujitsu",FALSE
2465,17,"600GB","Toshiba",FALSE
2466,16,"300GB","Hitachi",FALSE
2467,15,"1TB","Seagate",FALSE
2468,13,"1TB","Toshiba",FALSE
2469,16,"300GB","Fujitsu",FALSE
2470,11,"1TB","Seagate",FALSE
2471,16,"1TB","Fujitsu",FALSE
2472,21,"300GB","Hitachi",FALSE
2473,21,"1TB","Seagate",FALSE
2474,20,"600GB","Toshiba",FALSE
2475,11,"1TB","Seagate",FALSE
2476,19,"300GB","Seagate",FALSE
2477,16,"600GB","Toshiba",FALSE
2478,15,"600GB","Hitachi",FALSE
2479,16,"1TB","Fujitsu",FALSE
2480,14,"300GB","Fujitsu",FALSE
2481,16,"300GB","Fujitsu",FALSE
2482,22,"300GB","Toshiba",FALSE
2483,19,"300GB","Hitachi",FALSE
2484,9,"1TB","Hitachi",FALSE
2485,29,"1TB","Hitachi",FALSE
2486,15,"300GB","Toshiba",FALSE
2487,15,"300GB","Hitachi",FALSE
2488,9,"1TB","Toshiba",FALSE
2489,18,"600GB","Fujitsu",FALSE
2490,18,"600GB","Hitachi",FALSE
2491,10,"1TB","Hitachi",FALSE
2492,20,"300GB","Toshiba",FALSE
2493,9,"600GB","Fujitsu",FALSE
2494,19,"1TB","Hitachi",FALSE
2495,19,"1TB","Seagate",FALSE
2496,16,"1TB","Seagate",FALSE
2497,18,"300GB","Toshiba",FALSE
2498,14,"1TB","Toshiba",FALSE
2499,20,"300GB","Seagate",FALSE
2500,14,"300GB","Seagate",FALSE
2501,23,"600GB","Fujitsu",FALSE
2502,22,"600GB","Seagate",FALSE
2503,16,"1TB","Toshiba",FALSE
2504,13,"300GB","Seagate",FALSE
2505,5,"600GB","Toshiba",FALSE
2506,15,"1TB","Hitachi",FALSE
2507,14,"1TB","Hitachi",FALSE
2508,12,"1TB","Seagate",FALSE
2509,19,"600GB","Hitachi",FALSE
2510,10,"300GB","Seagate",FALSE
2511,25,"600GB","Hitachi",FALSE
2512,4,"600GB","Hitachi",FALSE
2513,15,"1TB","Hitachi",FALSE
2514,11,"600GB","Toshiba",FALSE
2515,10,"600GB","Seagate",FALSE
2516,16,"300GB","Hitachi",FALSE
2517,13,"600GB","Hitachi",FALSE
2518,14,"1TB","Hitachi",FALSE
2519,23,"1TB","Hitachi",FALSE
2520,13,"1TB","Seagate",FALSE
2521,16,"300GB","Fujitsu",FALSE
2522,19,"300GB","Toshiba",FALSE
2523,16,"1TB","Seagate",FALSE
2524,14,"600GB","Hitachi",FALSE
2525,12,"600GB","Toshiba",FALSE
2526,19,"1TB","Toshiba",FALSE
2527,19,"600GB","Toshiba",FALSE
2528,7,"1TB","Seagate",FALSE
2529,17,"600GB","Fujitsu",FALSE
2530,15,"600GB","Fujitsu",FALSE
2531,15,"300GB","Fujitsu",FALSE
2532,21,"600GB","Toshiba",FALSE
2533,14,"300GB","Toshiba",FALSE
2534,15,"1TB","Toshiba",FALSE
2535,19,"1TB","Hitachi",FALSE
2536,11,"1TB","Seagate",FALSE
2537,8,"600GB","Hitachi",FALSE
2538,10,"1TB","Toshiba",FALSE
2539,15,"1TB","Hitachi",FALSE
2540,16,"1TB","Fujitsu",FALSE
2541,17,"300GB","Hitachi",FALSE
2542,11,"600GB","Hitachi",FALSE
2543,18,"300GB","Hitachi",FALSE
2544,16,"1TB","Fujitsu",FALSE
2545,13,"1TB","Seagate",FALSE
2546,16,"600GB","Seagate",FALSE
2547,20,"300GB","Hitachi",FALSE
2548,17,"300GB","Seagate",FALSE
2549,12,"600GB","Seagate",FALSE
2550,13,"600GB","Hitachi",FALSE
2551,14,"300GB","Seagate",FALSE
2552,14,"300GB","Fujitsu",FALSE
2553,8,"300GB","Fujitsu",FALSE
2554,20,"1TB","Hitachi",FALSE
2555,20,"600GB","Seagate",FALSE
2556,16,"300GB","Seagate",FALSE
2557,21,"1TB","Hitachi",FALSE
2558,23,"300GB","Hitachi",FALSE
2559,16,"600GB","Hitachi",FALSE
2560,15,"1TB","Hitachi",FALSE
2561,15,"300GB","Hitachi",FALSE
2562,18,"300GB","Fujitsu",FALSE
2563,13,"300GB","Hitachi",FALSE
2564,17,"1TB","Toshiba",FALSE
2565,15,"600GB","Hitachi",FALSE
2566,15,"600GB","Fujitsu",FALSE
2567,17,"1TB","Hitachi",FALSE
2568,15,"300GB","Toshiba",FALSE
2569,16,"1TB","Seagate",FALSE
2570,17,"1TB","Seagate",FALSE
2571,19,"600GB","Toshiba",FALSE
2572,19,"1TB","Seagate",FALSE
2573,7,"300GB","Fujitsu",FALSE
2574,18,"1TB","Toshiba",FALSE
2575,17,"600GB","Toshiba",FALSE
2576,13,"600GB","Hitachi",FALSE
2577,19,"1TB","Fujitsu",FALSE
2578,13,"1TB","Hitachi",FALSE
2579,10,"1TB","Toshiba",FALSE
2580,13,"600GB","Hitachi",FALSE
2581,18,"300GB","Seagate",FALSE
2582,16,"1TB","Hitachi",FALSE
2583,8,"300GB","Toshiba",FALSE
2584,15,"600GB","Hitachi",FALSE
2585,18,"600GB","Toshiba",FALSE
2586,15,"1TB","Hitachi",FALSE
2587,13,"600GB","Seagate",FALSE
2588,12,"600GB","Fujitsu",FALSE
2589,9,"300GB","Seagate",FALSE
2590,15,"1TB","Fujitsu",FALSE
2591,12,"600GB","Toshiba",FALSE
2592,17,"1TB","Hitachi",FALSE
2593,16,"600GB","Seagate",FALSE
2594,16,"600GB","Seagate",FALSE
2595,17,"300GB","Seagate",FALSE
2596,11,"1TB","Hitachi",FALSE
2597,19,"300GB","Toshiba",FALSE
2598,21,"600GB","Seagate",FALSE
2599,23,"1TB","Seagate",FALSE
2600,20,"1TB","Toshiba",FALSE
2601,19,"300GB","Hitachi",FALSE
2602,11,"300GB","Seagate",FALSE
2603,8,"600GB","Seagate",FALSE
2604,18,"1TB","Toshiba",FALSE
2605,21,"300GB","Hitachi",FALSE
2606,21,"1TB","Fujitsu",FALSE
2607,20,"300GB","Hitachi",FALSE
2608,11,"600GB","Hitachi",FALSE
2609,17,"600GB","Hitachi",FALSE
2610,13,"1TB","Hitachi",FALSE
2611,25,"1TB","Hitachi",FALSE
2612,15,"1TB","Hitachi",FALSE
2613,15,"1TB","Toshiba",FALSE
2614,15,"600GB","Toshiba",FALSE
2615,13,"300GB","Fujitsu",FALSE
2616,20,"600GB","Seagate",FALSE
2617,14,"600GB","Seagate",FALSE
2618,12,"600GB","Hitachi",FALSE
2619,19,"300GB","Seagate",FALSE
2620,17,"1TB","Hitachi",FALSE
2621,18,"1TB","Toshiba",FALSE
2622,19,"600GB","Toshiba",FALSE
2623,11,"300GB","Seagate",FALSE
2624,14,"1TB","Hitachi",FALSE
2625,14,"300GB","Hitachi",FALSE
2626,15,"300GB","Seagate",FALSE
2627,24,"300GB","Toshiba",FALSE
2628,19,"300GB","Seagate",FALSE
2629,9,"300GB","Hitachi",FALSE
2630,17,"1TB","Fujitsu",FALSE
2631,15,"1TB","Toshiba",FALSE
2632,20,"600GB","Hitachi",FALSE
2633,27,"1TB","Toshiba",FALSE
2634,21,"600GB","Fujitsu",FALSE
2635,19,"600GB","Fujitsu",FALSE
2636,20,"1TB","Toshiba",FALSE
2637,12,"600GB","Seagate",FALSE
2638,23,"600GB","Toshiba",FALSE
2639,11,"600GB","Fujitsu",FALSE
2640,16,"300GB","Hitachi",FALSE
2641,20,"300GB","Toshiba",FALSE
2642,13,"600GB","Hitachi",FALSE
2643,14,"600GB","Hitachi",FALSE
2644,17,"1TB","Seagate",FALSE
2645,10,"1TB","Toshiba",FALSE
2646,18,"600GB","Toshiba",FALSE
2647,21,"1TB","Seagate",FALSE
2648,15,"1TB","Hitachi",FALSE
2649,6,"600GB","Hitachi",FALSE
2650,16,"600GB","Toshiba",FALSE
2651,17,"1TB","Toshiba",FALSE
2652,18,"1TB","Seagate",FALSE
2653,10,"300GB","Hitachi",FALSE
2654,18,"300GB","Seagate",FALSE
2655,23,"300GB","Fujitsu",FALSE
2656,14,"600GB","Seagate",FALSE
2657,17,"600GB","Seagate",FALSE
2658,9,"600GB","Seagate",FALSE
2659,10,"600GB","Hitachi",FALSE
2660,5,"300GB","Fujitsu",FALSE
2661,10,"1TB","Fujitsu",FALSE
2662,16,"600GB","Fujitsu",FALSE
2663,12,"300GB","Fujitsu",FALSE
2664,21,"300GB","Toshiba",FALSE
2665,15,"300GB","Fujitsu",FALSE
2666,3,"1TB","Seagate",FALSE
2667,16,"1TB","Hitachi",FALSE
2668,10,"300GB","Hitachi",FALSE
2669,17,"300GB","Seagate",FALSE
2670,14,"600GB","Toshiba",FALSE
2671,10,"300GB","Toshiba",FALSE
2672,13,"600GB","Seagate",FALSE
2673,11,"300GB","Seagate",FALSE
2674,12,"600GB","Seagate",FALSE
2675,18,"600GB","Hitachi",FALSE
2676,19,"600GB","Hitachi",FALSE
2677,13,"1TB","Toshiba",FALSE
2678,16,"300GB","Toshiba",FALSE
2679,12,"300GB","Seagate",FALSE
2680,12,"1TB","Fujitsu",FALSE
2681,19,"1TB","Toshiba",FALSE
2682,16,"300GB","Fujitsu",FALSE
2683,22,"300GB","Hitachi",FALSE
2684,14,"600GB","Toshiba",FALSE
2685,14,"600GB","Fujitsu",FALSE
2686,15,"300GB","Fujitsu",FALSE
2687,13,"300GB","Fujitsu",FALSE
2688,25,"1TB","Fujitsu",FALSE
2689,15,"1TB","Toshiba",FALSE
2690,20,"1TB","Toshiba",FALSE
2691,27,"1TB","Fujitsu",FALSE
2692,13,"1TB","Hitachi",FALSE
2693,18,"1TB","Seagate",FALSE
2694,14,"300GB","Seagate",FALSE
2695,17,"300GB","Toshiba",FALSE
2696,13,"600GB","Hitachi",FALSE
2697,18,"1TB","Seagate",FALSE
2698,16,"600GB","Hitachi",FALSE
2699,28,"600GB","Fujitsu",FALSE
2700,14,"300GB","Fujitsu",FALSE
2701,25,"300GB","Toshiba",FALSE
2702,12,"1TB","Toshiba",FALSE
2703,9,"1TB","Fujitsu",FALSE
2704,12,"600GB","Toshiba",FALSE
2705,16,"300GB","Seagate",FALSE
2706,19,"600GB","Fujitsu",FALSE
2707,15,"600GB","Seagate",FALSE
2708,16,"600GB","Hitachi",FALSE
2709,8,"600GB","Seagate",FALSE
2710,12,"600GB","Hitachi",FALSE
2711,12,"1TB","Seagate",FALSE
2712,15,"1TB","Seagate",FALSE
2713,18,"300GB","Fujitsu",FALSE
2714,13,"600GB","Toshiba",FALSE
2715,10,"600GB","Seagate",FALSE
2716,11,"1TB","Toshiba",FALSE
2717,17,"1TB","Toshiba",FALSE
2718,14,"1TB","Hitachi",FALSE
2719,17,"300GB","Seagate",FALSE
2720,19,"600GB","Toshiba",FALSE
2721,20,"600GB","Toshiba",FALSE
2722,20,"600GB","Hitachi",FALSE
2723,15,"600GB","Seagate",FALSE
2724,24,"300GB","Hitachi",FALSE
2725,19,"600GB","Toshiba",FALSE
2726,18,"300GB","Toshiba",FALSE
2727,16,"1TB","Toshiba",FALSE
2728,18,"300GB","Fujitsu",FALSE
2729,12,"600GB","Hitachi",FALSE
2730,14,"600GB","Hitachi",FALSE
2731,19,"300GB","Fujitsu",FALSE
2732,12,"1TB","Seagate",FALSE
2733,12,"1TB","Toshiba",FALSE
2734,15,"300GB","Fujitsu",FALSE
2735,12,"600GB","Toshiba",FALSE
2736,15,"1TB","Hitachi",FALSE
2737,21,"600GB","Toshiba",FALSE
2738,19,"1TB","Fujitsu",FALSE
2739,19,"300GB","Seagate",FALSE
2740,20,"1TB","Toshiba",FALSE
2741,12,"300GB","Hitachi",FALSE
2742,16,"600GB","Fujitsu",FALSE
2743,17,"1TB","Fujitsu",FALSE
2744,22,"600GB","Toshiba",FALSE
2745,16,"300GB","Fujitsu",FALSE
2746,13,"600GB","Toshiba",FALSE
2747,21,"600GB","Seagate",FALSE
2748,21,"1TB","Seagate",FALSE
2749,17,"300GB","Seagate",FALSE
2750,19,"600GB","Toshiba",FALSE
2751,16,"600GB","Fujitsu",FALSE
2752,21,"1TB","Toshiba",FALSE
2753,11,"1TB","Fujitsu",FALSE
2754,22,"600GB","Hitachi",FALSE
2755,15,"1TB","Seagate",FALSE
2756,15,"300GB","Seagate",FALSE
2757,7,"600GB","Seagate",FALSE
2758,13,"300GB","Seagate",FALSE
2759,14,"300GB","Toshiba",FALSE
2760,19,"1TB","Seagate",FALSE
2761,21,"1TB","Fujitsu",FALSE
2762,12,"1TB","Toshiba",FALSE
2763,16,"600GB","Hitachi",FALSE
2764,15,"1TB","Fujitsu",FALSE
2765,8,"300GB","Seagate",FALSE
2766,18,"1TB","Seagate",FALSE
2767,9,"600GB","Fujitsu",FALSE
2768,15,"300GB","Seagate",FALSE
2769,16,"300GB","Seagate",FALSE
2770,25,"600GB","Hitachi",FALSE
2771,14,"1TB","Hitachi",FALSE
2772,15,"1TB","Toshiba",FALSE
2773,14,"600GB","Seagate",FALSE
2774,16,"600GB","Seagate",FALSE
2775,10,"300GB","Toshiba",FALSE
2776,11,"300GB","Toshiba",FALSE
2777,14,"1TB","Seagate",FALSE
2778,13,"1TB","Seagate",FALSE
2779,18,"1TB","Fujitsu",FALSE
2780,10,"1TB","Seagate",FALSE
2781,17,"1TB","Toshiba",FALSE
2782,17,"600GB","Seagate",FALSE
2783,12,"300GB","Toshiba",FALSE
2784,21,"600GB","Seagate",FALSE
2785,20,"1TB","Seagate",FALSE
2786,16,"600GB","Fujitsu",FALSE
2787,27,"300GB","Seagate",FALSE
2788,15,"300GB","Hitachi",FALSE
2789,19,"600GB","Seagate",FALSE
2790,13,"1TB","Fujitsu",FALSE
2791,12,"1TB","Seagate",FALSE
2792,19,"600GB","Hitachi",FALSE
2793,17,"600GB","Toshiba",FALSE
2794,21,"1TB","Fujitsu",FALSE
2795,17,"300GB","Fujitsu",FALSE
2796,6,"300GB","Hitachi",FALSE
2797,16,"300GB","Hitachi",FALSE
2798,17,"600GB","Seagate",FALSE
2799,22,"600GB","Seagate",FALSE
2800,9,"600GB","Hitachi",FALSE
2801,25,"600GB","Hitachi",FALSE
2802,20,"1TB","Seagate",FALSE
2803,16,"1TB","Toshiba",FALSE
2804,17,"600GB","Seagate",FALSE
2805,20,"300GB","Fujitsu",FALSE
2806,25,"600GB","Seagate",FALSE
2807,29,"300GB","Hitachi",FALSE
2808,24,"600GB","Hitachi",FALSE
2809,21,"300GB","Fujitsu",FALSE
2810,15,"1TB","Toshiba",FALSE
2811,20,"300GB","Hitachi",FALSE
2812,19,"600GB","Seagate",FALSE
2813,14,"1TB","Seagate",FALSE
2814,20,"300GB","Toshiba",FALSE
2815,21,"300GB","Hitachi",FALSE
2816,14,"600GB","Seagate",FALSE
2817,19,"300GB","Fujitsu",FALSE
2818,18,"1TB","Toshiba",FALSE
2819,14,"600GB","Hitachi",FALSE
2820,15,"300GB","Toshiba",FALSE
2821,13,"600GB","Hitachi",FALSE
2822,17,"300GB","Seagate",FALSE
2823,22,"600GB","Toshiba",FALSE
2824,18,"600GB","Seagate",FALSE
2825,17,"1TB","Toshiba",FALSE
2826,20,"300GB","Hitachi",FALSE
2827,16,"300GB","Toshiba",FALSE
2828,15,"1TB","Seagate",FALSE
2829,20,"1TB","Seagate",FALSE
2830,21,"1TB","Seagate",FALSE
2831,13,"300GB","Seagate",FALSE
2832,19,"600GB","Fujitsu",FALSE
2833,11,"1TB","Toshiba",FALSE
2834,17,"1TB","Seagate",FALSE
2835,12,"1TB","Toshiba",FALSE
2836,15,"300GB","Hitachi",FALSE
2837,22,"1TB","Fujitsu",FALSE
2838,14,"600GB","Hitachi",FALSE
2839,12,"1TB","Toshiba",FALSE
2840,30,"300GB","Toshiba",FALSE
2841,18,"1TB","Hitachi",FALSE
2842,12,"1TB","Hitachi",FALSE
2843,13,"1TB","Fujitsu",FALSE
2844,20,"600GB","Seagate",FALSE
2845,14,"300GB","Fujitsu",FALSE
2846,17,"600GB","Fujitsu",FALSE
2847,16,"300GB","Fujitsu",FALSE
2848,20,"300GB","Fujitsu",FALSE
2849,21,"300GB","Toshiba",FALSE
2850,9,"1TB","Seagate",FALSE
2851,16,"300GB","Hitachi",FALSE
2852,12,"1TB","Toshiba",FALSE
2853,21,"300GB","Seagate",FALSE
2854,13,"1TB","Toshiba",FALSE
2855,16,"1TB","Hitachi",FALSE
2856,11,"600GB","Hitachi",FALSE
2857,16,"600GB","Toshiba",FALSE
2858,15,"300GB","Fujitsu",FALSE
2859,12,"300GB","Hitachi",FALSE
2860,13,"300GB","Seagate",FALSE
2861,22,"300GB","Toshiba",FALSE
2862,20,"600GB","Hitachi",FALSE
2863,19,"1TB","Hitachi",FALSE
2864,21,"1TB","Seagate",FALSE
2865,19,"1TB","Toshiba",FALSE
2866,20,"1TB","Hitachi",FALSE
2867,14,"1TB","Toshiba",FALSE
2868,14,"1TB","Fujitsu",FALSE
2869,17,"1TB","Seagate",FALSE
2870,20,"1TB","Toshiba",FALSE
2871,13,"1TB","Fujitsu",FALSE
2872,13,"600GB","Seagate",FALSE
2873,10,"1TB","Toshiba",FALSE
2874,16,"300GB","Hitachi",FALSE
2875,15,"600GB","Toshiba",FALSE
2876,16,"1TB","Toshiba",FALSE
2877,19,"300GB","Hitachi",FALSE
2878,18,"1TB","Toshiba",FALSE
2879,14,"300GB","Toshiba",FALSE
2880,15,"300GB","Hitachi",FALSE
2881,17,"1TB","Fujitsu",FALSE
2882,21,"1TB","Seagate",FALSE
2883,19,"300GB","Toshiba",FALSE
2884,12,"600GB","Toshiba",FALSE
2885,23,"1TB","Seagate",FALSE
2886,17,"1TB","Toshiba",FALSE
2887,19,"1TB","Seagate",FALSE
2888,18,"1TB","Hitachi",FALSE
2889,15,"600GB","Hitachi",FALSE
2890,14,"1TB","Seagate",FALSE
2891,14,"1TB","Seagate",FALSE
2892,18,"300GB","Hitachi",FALSE
2893,12,"600GB","Toshiba",FALSE
2894,13,"1TB","Fujitsu",FALSE
2895,17,"600GB","Hitachi",FALSE
2896,19,"1TB","Toshiba",FALSE
2897,16,"600GB","Seagate",FALSE
2898,14,"300GB","Seagate",FALSE
2899,11,"600GB","Fujitsu",FALSE
2900,17,"1TB","Fujitsu",FALSE
2901,15,"300GB","Fujitsu",FALSE
2902,14,"300GB","Fujitsu",FALSE
2903,13,"600GB","Seagate",FALSE
2904,17,"300GB","Hitachi",FALSE
2905,12,"300GB","Seagate",FALSE
2906,11,"600GB","Seagate",FALSE
2907,15,"1TB","Seagate",FALSE
2908,14,"1TB","Seagate",FALSE
2909,13,"600GB","Fujitsu",FALSE
2910,16,"300GB","Seagate",FALSE
2911,16,"1TB","Hitachi",FALSE
2912,16,"1TB","Hitachi",FALSE
2913,13,"600GB","Fujitsu",FALSE
2914,8,"300GB","Toshiba",FALSE
2915,13,"600GB","Toshiba",FALSE
2916,17,"1TB","Seagate",FALSE
2917,21,"1TB","Fujitsu",FALSE
2918,18,"300GB","Toshiba",FALSE
2919,22,"1TB","Fujitsu",FALSE
2920,12,"300GB","Toshiba",FALSE
2921,15,"300GB","Seagate",FALSE
2922,22,"300GB","Fujitsu",FALSE
2923,20,"1TB","Hitachi",FALSE
2924,12,"300GB","Seagate",FALSE
2925,15,"600GB","Seagate",FALSE
2926,16,"300GB","Hitachi",FALSE
2927,16,"600GB","Seagate",FALSE
2928,20,"1TB","Seagate",FALSE
2929,21,"300GB","Toshiba",FALSE
2930,13,"300GB","Fujitsu",FALSE
2931,13,"1TB","Seagate",FALSE
2932,16,"1TB","Seagate",FALSE
2933,19,"1TB","Toshiba",FALSE
2934,17,"300GB","Seagate",FALSE
2935,21,"300GB","Toshiba",FALSE
2936,9,"600GB","Toshiba",FALSE
2937,15,"1TB","Fujitsu",FALSE
2938,13,"1TB","Fujitsu",FALSE
2939,20,"1TB","Toshiba",FALSE
2940,19,"1TB","Hitachi",FALSE
2941,16,"600GB","Hitachi",FALSE
2942,20,"1TB","Hitachi",FALSE
2943,17,"300GB","Toshiba",FALSE
2944,21,"1TB","Fujitsu",FALSE
2945,22,"1TB","Toshiba",FALSE
2946,16,"1TB","Toshiba",FALSE
2947,17,"1TB","Hitachi",FALSE
2948,15,"300GB","Fujitsu",FALSE
2949,15,"300GB","Fujitsu",FALSE
2950,9,"1TB","Toshiba",FALSE
2951,16,"1TB","Toshiba",FALSE
2952,14,"300GB","Toshiba",FALSE
2953,17,"600GB","Toshiba",FALSE
2954,14,"1TB","Hitachi",FALSE
2955,24,"1TB","Toshiba",FALSE
2956,17,"300GB","Toshiba",FALSE
2957,18,"1TB","Toshiba",FALSE
2958,11,"300GB","Toshiba",FALSE
2959,20,"1TB","Toshiba",FALSE
2960,17,"600GB","Hitachi",FALSE
2961,19,"1TB","Seagate",FALSE
2962,15,"1TB","Hitachi",FALSE
2963,10,"600GB","Toshiba",FALSE
2964,14,"1TB","Toshiba",FALSE
2965,24,"600GB","Hitachi",FALSE
2966,19,"300GB","Fujitsu",FALSE
2967,13,"1TB","Toshiba",FALSE
2968,16,"600GB","Hitachi",FALSE
2969,19,"1TB","Toshiba",FALSE
2970,18,"1TB","Seagate",FALSE
2971,17,"600GB","Toshiba",FALSE
2972,14,"1TB","Hitachi",FALSE
2973,15,"1TB","Seagate",FALSE
2974,12,"600GB","Toshiba",FALSE
2975,16,"1TB","Hitachi",FALSE
2976,14,"1TB","Seagate",FALSE
2977,8,"300GB","Fujitsu",FALSE
2978,14,"600GB","Fujitsu",FALSE
2979,21,"300GB","Toshiba",FALSE
2980,13,"300GB","Hitachi",FALSE
2981,15,"300GB","Fujitsu",FALSE
2982,20,"1TB","Fujitsu",FALSE
2983,18,"300GB","Hitachi",FALSE
2984,10,"300GB","Fujitsu",FALSE
2985,13,"600GB","Toshiba",FALSE
2986,17,"600GB","Fujitsu",FALSE
2987,20,"300GB","Toshiba",FALSE
2988,16,"300GB","Fujitsu",FALSE
2989,15,"300GB","Seagate",FALSE
2990,18,"1TB","Seagate",FALSE
2991,12,"1TB","Hitachi",FALSE
2992,15,"600GB","Toshiba",FALSE
2993,15,"1TB","Fujitsu",FALSE
2994,20,"600GB","Seagate",FALSE
2995,12,"600GB","Toshiba",FALSE
2996,17,"300GB","Fujitsu",FALSE
2997,17,"300GB","Toshiba",FALSE
2998,13,"300GB","Seagate",FALSE
2999,16,"1TB","Fujitsu",FALSE
3000,20,"300GB","Toshiba",FALSE
3001,20,"300GB","Hitachi",FALSE
3002,11,"1TB","Seagate",FALSE
3003,18,"600GB","Fujitsu",FALSE
3004,23,"600GB","Toshiba",FALSE
3005,15,"1TB","Seagate",FALSE
3006,19,"1TB","Toshiba",FALSE
3007,13,"300GB","Toshiba",FALSE
3008,14,"1TB","Toshiba",FALSE
3009,17,"300GB","Seagate",FALSE
3010,18,"1TB","Hitachi",FALSE
3011,21,"600GB","Toshiba",FALSE
3012,21,"600GB","Fujitsu",FALSE
3013,17,"300GB","Hitachi",FALSE
3014,10,"1TB","Toshiba",FALSE
3015,11,"300GB","Seagate",FALSE
3016,15,"600GB","Hitachi",FALSE
3017,10,"300GB","Hitachi",FALSE
3018,15,"300GB","Toshiba",FALSE
3019,20,"1TB","Toshiba",FALSE
3020,17,"600GB","Hitachi",FALSE
3021,12,"300GB","Hitachi",FALSE
3022,16,"1TB","Fujitsu",FALSE
3023,21,"600GB","Fujitsu",FALSE
3024,17,"1TB","Seagate",FALSE
3025,15,"1TB","Hitachi",FALSE
3026,15,"600GB","Seagate",FALSE
3027,15,"600GB","Seagate",FALSE
3028,14,"600GB","Fujitsu",FALSE
3029,16,"300GB","Hitachi",FALSE
3030,10,"600GB","Hitachi",FALSE
3031,12,"300GB","Fujitsu",FALSE
3032,13,"300GB","Hitachi",FALSE
3033,20,"1TB","Toshiba",FALSE
3034,19,"1TB","Hitachi",FALSE
3035,16,"600GB","Toshiba",FALSE
3036,15,"300GB","Fujitsu",FALSE
3037,14,"300GB","Fujitsu",FALSE
3038,20,"300GB","Toshiba",FALSE
3039,16,"300GB","Toshiba",FALSE
3040,17,"300GB","Toshiba",FALSE
3041,14,"1TB","Hitachi",FALSE
3042,18,"1TB","Seagate",FALSE
3043,12,"300GB","Hitachi",FALSE
3044,11,"600GB","Toshiba",FALSE
3045,13,"1TB","Hitachi",FALSE
3046,19,"300GB","Fujitsu",FALSE
3047,18,"600GB","Toshiba",FALSE
3048,21,"300GB","Fujitsu",FALSE
3049,15,"600GB","Fujitsu",FALSE
3050,11,"300GB","Hitachi",FALSE
3051,17,"1TB","Fujitsu",FALSE
3052,18,"600GB","Toshiba",FALSE
3053,17,"600GB","Hitachi",FALSE
3054,14,"600GB","Toshiba",FALSE
3055,19,"600GB","Fujitsu",FALSE
3056,13,"300GB","Fujitsu",FALSE
3057,18,"1TB","Fujitsu",FALSE
3058,16,"600GB","Hitachi",FALSE
3059,12,"1TB","Fujitsu",FALSE
3060,13,"1TB","Hitachi",FALSE
3061,17,"1TB","Toshiba",FALSE
3062,18,"600GB","Hitachi",FALSE
3063,18,"1TB","Toshiba",FALSE
3064,8,"1TB","Seagate",FALSE
3065,13,"1TB","Seagate",FALSE
3066,11,"1TB","Seagate",FALSE
3067,20,"600GB","Fujitsu",FALSE
3068,11,"1TB","Fujitsu",FALSE
3069,14,"300GB","Seagate",FALSE
3070,11,"600GB","Toshiba",FALSE
3071,13,"300GB","Fujitsu",FALSE
3072,22,"600GB","Toshiba",FALSE
3073,16,"1TB","Seagate",FALSE
3074,17,"300GB","Fujitsu",FALSE
3075,17,"1TB","Hitachi",FALSE
3076,16,"600GB","Seagate",FALSE
3077,14,"300GB","Toshiba",FALSE
3078,17,"1TB","Seagate",FALSE
3079,11,"600GB","Fujitsu",FALSE
3080,15,"1TB","Fujitsu",FALSE
